a,person_id,fio,orcid,researcherId,scopusId,openAlexId,alt_fios
411,808,Пономарев Никита Олегович,,,,,
412,809,Поляк Григорий Львович,,,,,
413,814,Горшкова Ирина Владимировна,,,,,
414,815,Кутяков Евгений Юрьевич,0000-0001-6492-3750,,57205444531,,
415,816,Никифоров Виталий Меркурьевич,,,,,
416,817,Молчанова Екатерина Валерьевна,,,,,
417,818,Толмачев Сергей Владимирович,,,,,
418,825,Воропай Николай Иванович,,,,,
419,828,Куприков Олег Дмитриевич,0000-0002-3244-1578,,,,
420,829,Зимин Алексей Валерьевич,,,,,
421,830,Морозов Николай Юрьевич,,,57038339100,,
422,831,Суровцев Александр Сергеевич,,,,,
423,839,Половинкина А И,,,,,
424,840,Самарцев Андрей Алексеевич,,,,,
425,843,Маслов А А,,,,,
426,845,Терешин Виктор Ильич,,,,,
427,846,Ходаковский Игорь Александрович,,,,,
428,851,Гаракоев Амир Мусаевич,0000-0003-1886-4934,,57212309603,,
429,853,Юдицкий А Б,,,,,
430,855,Тимченко Мария Вадимовна,,,,,
431,856,Красина Елена Николаевна,,,,,
432,857,Авандеева Ольга Петровна,,,,,
433,859,Цветков Александр Васильевич,,,,,
434,860,Герасименко Т Н,,,,,
435,861,Зацаринный А. А.,,,,,
436,862,Брушков Анатолий Викторович,,,,,
437,864,Келина Анастасия Юрьевна,,,,,
438,867,Финягина Валерия Ивановна,,,,,
439,870,Лесив Евгений Андреевич,0000-0002-1254-8968 ,,57208004788,,
440,1049447,Jaichandar Kulandaidaasan Sheba,,,,A5039696944,J. K. Sheba; Jaichandar Kulandaidaasan Sheba
441,1049448,Mohan Rajesh Elara,0000-0001-6504-1530,,http://www.scopus.com/inward/authorDetails.url?authorID=36456051800&partnerID=MN8TOARS,A5041057723,Elara Rajesh Mohan; M. R. Elara; M. Rajesh Elara; Mohan R. Elara; Mohan Rajesh Elara.; R.E. Mohan; Rajesh E. Mohan; Rajesh Elara Elara Mohan; Rajesh Elara Mohan
442,873,Тарасов Илья Алексеевич,,,,,
443,1049449,Jolanta Mizera–Pietraszko,0000-0002-2298-5037,,,A5068667655,J. Mizera‐Pietraszko; Jolanta Mizera‐Pietraszko; Jolanta Mizera–Pietraszko
444,1049450,Ricardo Rodriguez Jorge,,,,A5089617777,R. Rodríguez‐Jorge; Ricardo Rodriguez Jorge; Ricardo Rodriguez‐Jorge; Ricardo Rodríguez‐Jorge
445,1049446,Nancy Ávila Rodríguez,,,,A5035913077,Nancy Ávila Rodríguez
446,882,Ульянов Сергей Александрович,,,,,
447,883,Сидоренко Александр Михайлович,,,,,
448,884,Данилин Максим Николаевич,,,,,
449,886,Жуков Петр Игоревич,,,,,
450,889,Виноградова Марина Станиславовна,,,,,
451,892,Назин Сергей Александрович,,,,,
452,893,Варюхина Екатерина Витальевна,,,,,
453,898,Твердохлебов Владимир Александрович,,,,,
454,904,Фейзов Вадим Рустамович,0000-0003-1378-7298,AAN-3499-2020,57364545300,,
455,908,Долинина Ольга Николаевна,,,,,
456,909,Егошин Сергей Федорович,,,,,
457,911,Томилин Евгений Евгеньевич,,,,,
458,912,Райбман Н С,,,,,
459,914,Буянов Борис Борисович,,,,,
460,919,Гурьев Юрий Владимирович,,,,,
461,920,Филиппова Светлана Николаевна,,,,,
462,922,Тагаевская Агния Аркадьевна,,,,,
463,932,Хохлов А С,,,,,
464,941,Ухова Антонина Ивановна,,,,,
465,943,Запрягаев Сергей Александрович,,,,,
466,944,Бронников С. В.,,,,,
467,947,Насонова Татьяна Владимировна,,,,,
468,949,Козлов Р И,,,,,
469,951,Буй Зуи Тан,,,,,
470,957,Шинкарюк Алла Георгиевна,,,,,
471,959,Орлов Юрий Феликсович,,,,,
472,967,Промыслова Ольга Александровна,0000-0002-7079-8009,,12646591000,,
473,968,Белов Иван Романович,0000-0002-7503-0752,,57210844685,,
474,974,Фельдбаум А А,,,,,
475,976,Заикин Олег Александрович,,,,,
476,977,Булатов Александр Вячеславович,,,,,
477,979,Славин Б. Б.,,,,,
478,980,Логиновский Олег Витальевич,,,,,
479,982,Буравлев Александр Иванович,,,,,
480,983,Колин К К,,,,,
481,990,Матросов Иван Владимирович,,,,,
482,992,Топорищев Артур Владимирович,,,,,
483,993,Кушелева Екатерина Васильевна,,,,,
484,995,Адаменко Александр Александрович,,,,,
485,996,Кашенков Александр Рудольфович,,,,,
486,997,Ядренцев Денис Александрович,,,,,
487,998,Голев Артем Владимирович,,,57351497300,,
488,1002,Кружков Валерий Игоревич,0000-0003-3125-7426,AES-7589-2022,57211525132,,
489,1006,Гохберг Л М,,,,,
490,1008,Бабичев Андрей Владимирович,,,,,
491,1014,Нечаев Валентин Викторович,,,,,
492,1017,Кушников Олег Вадимович,,,,,
493,1018,Башкиров Игорь Геннадьевич,,,,,
494,1020,Мисриханов М Ш,,,,,
495,1021,Данилов Вячеслав Владимирович,,,,,
496,1025,Крищенко Александр Петрович,,,,,
497,1026,Козякин Виктор Сергеевич,,,,,
498,1028,Гальченко Валерий Федорович,,,,,
499,1029,Долгий А. Б.,,,,,
500,1033,Патров Михаил Иванович,,,,,
501,1035,Викторов В А,,,,,
502,1036,Tsarev R Yu,,,,,
503,1037,Семенов П И,,,,,
504,1042,Казаков Юрий Владимирович,,,,,
505,1043,Алексеев Виктор Юрьевич,,,,,
506,1044,Красносельский М А,,,,,
507,1045,Сысоев Леонид Павлович,,,,,
508,1046,Смирнов Валентин Александрович,,,,,
509,1048,Шелупанов Александр Александрович,,,,,
510,1049,Жиров М В,,,,,
511,1051,Яндыбаева Наталья Валентиновна,,,,,
512,1053,Бобылев Н А,,,,,
513,1055,Аникина Елизавета Вячеславовна,,,,,
514,1060,Волков Андрей Геннадьевич,,,,,
515,1061,Юрченко Владислав Ефимович,,,,,
516,1062,Кочеткова Ирина Андреевна,,,,,
517,1049639,Vladimir A. Kozynchenko,0000-0003-1011-2455,,http://www.scopus.com/inward/authorDetails.url?authorID=14056178500&partnerID=MN8TOARS,A5031501826,В. А. Козынченко
518,1049648,Evgeniia M. Khairullina,0000-0002-4699-5862,,http://www.scopus.com/inward/authorDetails.url?authorID=36970243400&partnerID=MN8TOARS,A5007916265,E. Khairullina; E. M. Khairullina; Evgeniia Khairullina; Evgeniia M. Khairullina
519,1049649,Ivan P Gryazev,,,,A5008638077,Ivan P Gryazev
520,1049650,Oleg R Karpukhin,,,,A5016597544,Oleg R Karpukhin
521,1049651,Maria A. Peshkova,0000-0003-3798-7403,,http://www.scopus.com/inward/authorDetails.url?authorID=24077156200&partnerID=MN8TOARS,A5019540478,M. A. Peshkova; M. Peshkova; Maria A. Peshkova; Maria Peshkova
522,1049652,Andrey V. Kalinichev,0000-0002-3233-8183,,,A5024518349,Andrey Kalinichev; Andrey V. Kalinichev
523,1077,Порядина Вера Леонидовна,,,,,
524,1049653,Arseniy A Kechin,,,,A5031929084,Arseniy A Kechin
525,1049655,А. В. Кравченко,0000-0003-3324-2113,,http://www.scopus.com/inward/authorDetails.url?authorID=57194003751&partnerID=MN8TOARS,A5085412097,A. V. Kravchenko; А. В. Кравченко; Anastasia V. Kravchenko
526,1080,Трапезников В А,,,,,
527,1081,Мельников Лев Иванович,,,,,
528,1049656,Л. А. Карцова,0000-0002-3444-0456,,,A5091336917,L. A. Kartsova; L. Kartsova; Liudmila A. Kartsova; Liudmila Alekseevna Kartsova; Liudmila Kartsova; Ludmilla Kartsova; Lyudmila A. Kartsova; Lyudmila Kartsova; Л. А. Карцова
529,1049654,Ilya I. Tumkin,0000-0003-4841-7529,,http://www.scopus.com/inward/authorDetails.url?authorID=26425273500&partnerID=MN8TOARS,A5055155647,И И Тумкин
530,1086,Батьковский Михаил Александрович,,,,,
531,1089,Марковский Алексей Валентинович,,,,,
532,1095,Ефремова Т К,,,,,
533,1098,Чернявский Леонид Тимофеевич,,,,,
534,1102,Толстых А В,,,,,
535,1104,Bentsman Joseph,,,,,
536,1106,Селютин Александр Дмитриевич,,,,,
537,1107,Русанова Анастасия Леонидовна,,,,,
538,1108,Бурый Алексей Сергеевич,0000-0002-4397-5241,,6602279525,,
539,1111,Зобова Александра Александровна,,,,,
540,1114,Хамутова Мария Владимировна,,,,,
541,1116,Данилов Глеб Валерьевич,,,,,
542,1119,Адамец Дмитрий Юрьевич,,,,,
543,1122,Беляков Петр А,,,,,
544,1123,Белоусова Вероника Юрьевна,,,,,
545,1124,Ермолова Мария Алексеевна,,,,,
546,1132,Хомутов Дмитрий Алексеевич,,,,,
547,1139,Ершова Ольга Николаевна,,,,,
548,1140,Шульга Татьяна Эриковна,,,,,
549,1142,Клюев В. В.,,,,,
550,1155,Петров Алексей Алексеевич,,,,,
551,1162,Точ Дмитрий Сергеевич,,,,,
552,1164,Кузнецов Сергей Константинович,,,,,
553,1169,Зиндер Яков Александрович,,,,,
554,1172,Зиньковский К. В.,,,,,
555,1173,Сауров А Н,,,,,
556,1175,Sztrik Janos S.,,,,,
557,1181,Аветисян Карэен Р,,,,,
558,1182,Шубин А Н,,,,,
559,1187,Амелина Ксения Евгеньевна,,,,,
560,1188,Лифанов А П,,,,,
561,1189,Россихина Лариса Витальевна,,,,,
562,1190,Шишорин Ю Р,,,,,
563,1192,Харланова Полина Михайловна,000-0003-1156-3856,,,,
564,1195,Цесарский Лев Гершонович,,,,,
565,1196,Котенко А М,,,,,
566,1203,Ерофеева Виктория Вячеславовна,,,,,
567,1205,Владимирова Светлана Сергеевна,,,,,
568,1207,Васильев Василий Олегович,,,,,
569,1208,Макеев Ю В,,,,,
570,1209,Хадеев Антон Сергеевич,,,,,
571,1213,Максимов Валерий Иванович,,,,,
572,1222,Терешин Виктор Ильич,,,,,
573,1225,Байбакова Ольга Андреевна,,,,,
574,1227,Вершинин Юрий Анатольевич,,,,,
575,1236,Абанкина Ирина Всеволодовна,,,,,
576,1241,Минаев Владимир Александрович,,,,,
